"setting_name","setting_name_wa","setting_val","category","hyouji_jun","editable_flg","hissu_flg","format_regex","description"
"ouin_num","押印枠数","8","帳票","118","1","1","([0-8]|[W]|[X]|[Z])","押印枠の表示数を決定する。
0：押印枠非表示。
1～8：承認者印字なしの枠を指定個数分表示。
W：合議部署を含めたすべての承認者を出力し、印影(画像)も表示。
X：承認者印字ありの枠を、申請者+承認者の数だけ印字。ただし最大8枠まで。9人以上居る場合、上位承認者は非表示。
Z：申請者＋承認者の数だけ枠を表示し、印影(画像)を表示。最大枠数は「X」の設定時と同様。"
"ouin_size","押印枠サイズ","1","帳票","119","1","1","[1-2]","押印枠のサイズを指定します。
1：大
2：小"
"filename_out","添付ファイルのファイル名出力","0","帳票","120","1","1","(0|1)","添付ファイルのファイル名を申請書帳票に出力するか。
0：しない
1：する"
"sokyu_insatsu","遡及日適用印刷機能利用","0","帳票","121","1","1","(0|1)","遡及日適用印刷機能を利用するかどうか。
0：しない
1：する"
"keihimeisai_bumon","経費明細一覧に部門を出力する","0","帳票","122","1","1","(0|1)","経費明細一覧に部門を出力するかどうか。
0：表示しない
1：表示する"
"keihimeisai_edano","経費明細一覧に枝番を出力する","0","帳票","123","1","1","(0|1)","経費明細一覧に枝番を出力するかどうか。
0：表示しない
1：表示する"
"keihimeisai_security_psettei","経費明細一覧セキュリティパターン設定","1","帳票","124","1","1","(1|2)","経費明細一覧参照時のセキュリティパターンの設定。
1：ユーザー毎に設定する
2：所属部門毎に設定する"
"tenpu_denpyou_jidou_flg","添付伝票に仮払案件を自動的に追加","0","添付伝票","125","1","1","(0|1)","仮払案件選択時、自動的に添付伝票にも選択するかどうか。
0：しない
1：する"
"shinsei_kikan_check_nissuu","申請期間チェック日数","0","出張伺い（仮払）運用方法","126","1","1","(0|[1-9]\d{0,2})","申請期間チェック用の日数を指定します(1～999)。
0：使用しない"
"shinsei_kikan_check_mongon","申請期間チェック文言","申請が<DAY>日以内です！","出張伺い（仮払）運用方法","127","1","1","","申請期間チェック用の文言を指定します。
<DAY>：申請期間チェック日数で指定した日数"
"karibarai_sentaku_seigyo","仮払選択制御","2","出張伺い（仮払）運用方法","128","1","1","(0|1|2)","出張伺い申請(仮払申請)で仮払の表示を制御します。
0：「仮払なし」のみ選択可能
1：「仮払あり」のみ選択可能
2：「仮払あり・なし」両方とも選択可能"
"kaigai_shinsei_kikan_check_nissuu","申請期間チェック日数","0","海外出張伺い（仮払）運用方法","129","1","1","(0|[1-9]\d{0,2})","申請期間チェック用の日数を指定します(1～999)。
0：使用しない"
"kaigai_shinsei_kikan_check_mongon_gai_","申請期間チェック文言","申請が<DAY>日以内です！","海外出張伺い（仮払）運用方法","130","1","1","","申請期間チェック用の文言を指定します。
<DAY>：申請期間チェック日数で指定した日数"
"kaigai_karibarai_sentaku_seigyo_gai_","仮払選択制御","2","海外出張伺い（仮払）運用方法","131","1","1","(0|1|2)","海外出張伺い申請(仮払申請)で仮払の表示を制御します。
0：「仮払なし」のみ選択可能
1：「仮払あり」のみ選択可能
2：「仮払あり・なし」両方とも選択可能"
"yosan_comment_yosannai","予算チェック:判定コメント・予算内","◎","予算執行","132","1","1","^.{1,15}$","チェックダイアログの判定欄に表示されるコメント。(15文字)"
"yosan_comment_chouka","予算チェック:判定コメント・超過","▲：コメントが必要です。","予算執行","133","1","1","^.{1,15}$","チェックダイアログの判定欄に表示されるコメント。(15文字)"
"yosan_chouka_hantei","予算チェック:超過判定％","100","予算執行","134","1","1","(0|[1-9]\d{0,1}|100)","実績が予算の一定比率を超えたら超過と判定しコメントを強制する。
(コメントしないと申請できない)
0：超過判定なし
1～100：指定比率を超えたら超過を判定する"
"yosan_yosan_no","予算チェック:予算番号","1","予算執行","135","1","1","[1-4]","会計システムと連動する予算番号を指定します。"
"kian_comment_yosannai","起案チェック:判定コメント・予算内","◎","予算執行","136","1","1","^.{1,15}$","チェックダイアログの判定欄に表示されるコメント。(15文字)"
"kian_comment_chouka","起案チェック:判定コメント・超過","▲：コメントが必要です。","予算執行","137","1","1","^.{1,15}$","チェックダイアログの判定欄に表示されるコメント。(15文字)"
"kian_chouka_hantei","起案チェック:超過判定％","100","予算執行","138","1","1","(0|[1-9]|[1-9]\d|100)","実績が予算の一定比率を超えたら超過と判定しコメントを強制する。
(コメントしないと申請できない)
0：超過判定なし
1～100：指定比率を超えたら超過を判定する"
"yosan_security_pattern","セキュリティパターン","","予算執行","139","1","0","\d{1,4}","予算執行管理の対象となる科目と部門が設定されている会計システムのセキュリティパターン番号を登録します。"
"gougi_yosan_kakunin","合議部署の予算確認設定","0","予算執行","140","1","1","(0|1)","合議部署メンバーに予算・起案の詳細参照を許可するか。
0：しない
1：する"
"yosan_check_tani","予算チェック粒度","0","予算執行","141","1","0","(0|1)","予算および起案金額のチェック粒度
0：部門単位
1：部門、科目単位"
"yosan_option","予算オプション","0","予算執行","142","0","0","([0]|[A]|[B])","DE3の予算オプション
0：OFF
A：予算A
B：予算B"
"bumon_cd_ketasuu","部門コード桁数","8","その他","143","1","1","[4-8]","所属部門の部門コードの桁数。
登録や更新時にこの定義の桁数でのみ登録可能とする。
4～8を設定する。"
"record_num_per_page","１ページ表示件数","50","その他","144","1","1","[1-9]\d{0,2}","一覧画面の1ページ表示可能件数（1～999）。"
"file_num_for_download","ダウンロードファイル件数","300","その他","145","1","1","[1-9]\d{0,3}","ファイルの一括ダウンロード最大件数（1～9999）。"
"data_hozon_nissuu","データ保存日数","3000","その他","146","1","0","[1-9]\d{2,3}","データをどれだけ保存するかを決める基準日数（100～9999）。
削除しない場合はブランク。"
"kinyukikan_cd_yuucho","金融機関コード(郵貯)","9900","その他","147","0","0","\d{4}","郵貯銀行を表す金融機関コード。半角数字4桁。
基本的にはデフォルトのままでよい。"
"dbdump_url","DBバックアップファイルパス","C:\eteam\dbdump","その他","148","2","1","","DBダンプの格納先URL。
バックアップ運用時に使用する。"
"tenant_max_users_num","テナント最大ユーザー数","5","その他","149","2","1","[1-9]\d{0,5}","テナント内で作成可能なユーザー数の上限。
1～999999"
"hyouji_kaisha_num","法人名","","その他","150","1","0","^.{0,20}$","ヘッダに表示する法人名。
20文字以内で設定する。
空にした場合、法人名は表示されません。"
"torihiki_settei","取引コードの設定可否","0","その他","151","1","1","(0|1)","取引登録時に、取引コードを設定可能かどうか。
0：不可能
1：可能"
"user_info_henkou","ユーザー情報の変更可否","1","その他","152","1","1","(0|1)","一般ユーザーによる社員番号、ユーザー名の変更が可能かどうか。
0：不可能
1：可能"
"houka_kansan_hasuu","邦貨換算端数処理方法","0","その他","153","1","1","(0|1|2)","外貨から邦貨へ換算する際の端数処理。
オプション機能(外貨入力)を有効にしていない場合は影響しません。
0：切り捨て
1：切り上げ
2：四捨五入"
"futan_bumon_shukei_filter","負担部門選択時に集計部門による制限を行う","0","その他","154","1","1","(0|1)","負担部門選択ダイアログにおいて、
集計部門コードでの絞込機能を有効にするか。
有効にした場合、利用許可されている集計部門配下の負担部門しか
選択できなくなる。
0：無効
1：有効"
"tenpu_size_seigen","添付ファイル容量","0","その他","155","1","1","(0|[1-9]\d{0,2})","1つの申請書に添付できるファイル容量を指定します。
0：制限しない。
1～999：指定したサイズ(MB)に制限する。"
"keiri_maruhi_ref","経理処理ロールのマル秘参照制限","0","その他","156","1","1","(0|1)","支払依頼に起案追加されたマル秘起案について、
経理処理ロールにドリルダウンを許可するかどうか。
0：しない
1：する"
"etsuran_seigen_gougi","合議部署の最終決裁後の閲覧制限設定","0","その他","157","1","1","(0|1)","合議部署の各担当者が最終決裁後に申請書を参照できるか。
0：できない
1：できる"
"etsuran_seigen_etsuransha","閲覧者の最終決裁後の閲覧制限設定","0","その他","158","1","1","(0|[1-9]\d{0,1})","閲覧者が最終決裁後に申請書を何ヶ月参照できるか。
1～99：最終承認後、閲覧可能な月数
0：制限しない"
